zipcode,city,state,location_type,tax_returns_filed,population,total_wages,event_timestamp,created_timestamp
98232,BOW,WA,PRIMARY,1955,3469,77454557,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
22728,MIDLAND,VA,PRIMARY,1389,2546,68995450,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
63965,VAN BUREN,MO,PRIMARY,1195,2132,26119506,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
74126,TULSA,OK,PRIMARY,3985,6893,81627990,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
91909,CHULA VISTA,CA,PRIMARY,474,841,11782141,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
59829,DARBY,MT,PRIMARY,1130,1938,24292384,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
60103,BARTLETT,IL,PRIMARY,20134,37918,1252379138,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
48894,WESTPHALIA,MI,PRIMARY,1053,2033,39758498,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
75486,SUMNER,TX,PRIMARY,1017,2011,33670660,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
20773,UPPER MARLBORO,MD,PRIMARY,344,513,17558570,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
20195,RESTON,VA,PRIMARY,287,438,20790433,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
77517,SANTA FE,TX,PRIMARY,2612,4944,131423741,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
56014,BRICELYN,MN,PRIMARY,395,697,8518763,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
15690,VANDERGRIFT,PA,PRIMARY,4358,7442,116409170,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
3282,WENTWORTH,NH,PRIMARY,462,806,13482596,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
73165,OKLAHOMA CITY,OK,PRIMARY,2598,5059,120394853,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
33777,SEMINOLE,FL,PRIMARY,8280,14037,335188768,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
79096,WHEELER,TX,PRIMARY,906,1776,33320288,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
54738,ELEVA,WI,PRIMARY,1598,3015,71309354,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
2673,WEST YARMOUTH,MA,PRIMARY,4460,6986,125350712,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
58104,FARGO,ND,PRIMARY,12906,22549,708573115,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
49441,MUSKEGON,MI,PRIMARY,17321,29547,565270175,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
47527,DUBOIS,IN,PRIMARY,975,1745,32164989,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
71921,AMITY,AR,PRIMARY,1162,2241,27039702,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
80218,DENVER,CO,PRIMARY,10809,13313,525937276,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
5254,MANCHESTER,VT,PRIMARY,499,845,19826468,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
32183,OCKLAWAHA,FL,PRIMARY,560,951,12547019,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
28480,WRIGHTSVILLE BEACH,NC,PRIMARY,1502,2209,67485629,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
30188,WOODSTOCK,GA,PRIMARY,24012,43717,1173642244,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
18237,MCADOO,PA,PRIMARY,1634,2684,42689012,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
90221,COMPTON,CA,PRIMARY,18585,36005,462648300,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
13655,HOGANSBURG,NY,PRIMARY,1086,2150,32842598,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
39057,CONEHATTA,MS,PRIMARY,888,1630,21110771,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
33076,POMPANO BEACH,FL,PRIMARY,12888,25322,947666207,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
72959,WINSLOW,AR,PRIMARY,1050,1990,27749155,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
73079,POCASSET,OK,PRIMARY,264,531,9620964,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
7750,MONMOUTH BEACH,NJ,PRIMARY,1827,3013,156890532,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
33027,HOLLYWOOD,FL,PRIMARY,25047,45429,1196502485,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
54409,ANTIGO,WI,PRIMARY,6388,11005,182534975,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
56331,FREEPORT,MN,PRIMARY,1002,1816,30541680,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
64110,KANSAS CITY,MO,PRIMARY,6528,9801,205182278,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
45362,ROSSBURG,OH,PRIMARY,538,941,16658552,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
92276,THOUSAND PALMS,CA,PRIMARY,3064,5380,70593564,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
62010,BETHALTO,IL,PRIMARY,5429,9675,207613949,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
62611,ARENZVILLE,IL,PRIMARY,504,927,18239642,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
95903,BEALE AFB,CA,PRIMARY,846,1623,25497108,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
33762,CLEARWATER,FL,PRIMARY,3351,5211,178625482,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
55753,KEEWATIN,MN,PRIMARY,497,830,13125293,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
72128,POYEN,AR,PRIMARY,343,687,10260487,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
48413,BAD AXE,MI,PRIMARY,3736,6417,100458067,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
42204,ALLENSVILLE,KY,PRIMARY,299,548,7749892,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
35802,HUNTSVILLE,AL,PRIMARY,10852,18463,521820459,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
27619,RALEIGH,NC,PRIMARY,414,630,16204724,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
72207,LITTLE ROCK,AR,PRIMARY,5627,9222,436797031,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
48075,SOUTHFIELD,MI,PRIMARY,10626,16960,375465460,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
62351,MENDON,IL,PRIMARY,879,1613,28403364,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
70582,SAINT MARTINVILLE,LA,PRIMARY,8569,15665,285085506,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
80205,DENVER,CO,PRIMARY,13419,20189,456593085,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
60450,MORRIS,IL,PRIMARY,10340,18207,444554365,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
85119,APACHE JUNCTION,AZ,PRIMARY,689,1207,20656687,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
87514,ARROYO SECO,NM,PRIMARY,613,970,12634735,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
75125,FERRIS,TX,PRIMARY,2732,5213,85432345,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
22728,MIDLAND,VA,PRIMARY,1389,2546,68995450,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
45828,COLDWATER,OH,PRIMARY,3084,5327,105167744,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
89002,HENDERSON,NV,PRIMARY,13583,24976,723953476,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
85547,PAYSON,AZ,PRIMARY,1006,1729,24055404,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
75030,ROWLETT,TX,PRIMARY,476,849,23056349,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
4493,WEST ENFIELD,ME,PRIMARY,775,1455,23720499,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
84341,LOGAN,UT,PRIMARY,7668,14269,264368076,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
77803,BRYAN,TX,PRIMARY,11115,20368,263041853,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
97396,WILLAMINA,OR,PRIMARY,1404,2516,40441721,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
52733,CLINTON,IA,PRIMARY,361,548,6668997,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
53214,MILWAUKEE,WI,PRIMARY,17812,27867,566023689,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
10524,GARRISON,NY,PRIMARY,2076,3723,159699797,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
94039,MOUNTAIN VIEW,CA,PRIMARY,471,688,32743775,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
21639,GREENSBORO,MD,PRIMARY,2035,3629,69195085,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
53716,MADISON,WI,PRIMARY,10288,16904,400293102,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
92254,MECCA,CA,PRIMARY,5189,11107,96913687,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
68319,BRADSHAW,NE,PRIMARY,262,488,7042064,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
65653,FORSYTH,MO,PRIMARY,2529,4465,54047876,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
36456,MC KENZIE,AL,PRIMARY,794,1465,21806318,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
30107,BALL GROUND,GA,PRIMARY,5458,10682,240554192,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
1810,ANDOVER,MA,PRIMARY,16462,30346,1580077483,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
28376,RAEFORD,NC,PRIMARY,14162,27467,456241205,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
30566,OAKWOOD,GA,PRIMARY,3720,6624,119917038,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
50864,VILLISCA,IA,PRIMARY,933,1681,24850601,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
27288,EDEN,NC,PRIMARY,9808,17582,269043217,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
51461,SCHLESWIG,IA,PRIMARY,580,1032,16056173,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
72023,CABOT,AR,PRIMARY,14585,28306,594957681,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
74455,PORUM,OK,PRIMARY,1106,2075,29370040,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
19320,COATESVILLE,PA,PRIMARY,23309,41003,1070387587,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
50056,COLO,IA,PRIMARY,659,1191,22964118,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
74852,MACOMB,OK,PRIMARY,595,1127,16583731,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
61844,FITHIAN,IL,PRIMARY,516,930,17564785,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
20187,WARRENTON,VA,PRIMARY,6817,13112,459401358,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
50441,HAMPTON,IA,PRIMARY,2591,4742,75598555,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
49887,STEPHENSON,MI,PRIMARY,1065,1891,26108281,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
87045,PREWITT,NM,PRIMARY,553,1003,10997054,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
28521,CHINQUAPIN,NC,PRIMARY,845,1578,23750994,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
43209,COLUMBUS,OH,PRIMARY,13327,21668,682621181,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
62425,DUNDAS,IL,PRIMARY,307,550,7950991,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
32164,PALM COAST,FL,PRIMARY,17242,31048,451633982,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
2370,ROCKLAND,MA,PRIMARY,8794,14690,372071550,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
30076,ROSWELL,GA,PRIMARY,19161,34455,1087537165,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
49779,ROGERS CITY,MI,PRIMARY,2261,3945,52424806,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
64725,ARCHIE,MO,PRIMARY,987,1894,36226313,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
38139,GERMANTOWN,TN,PRIMARY,7629,15172,864017202,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
98009,BELLEVUE,WA,PRIMARY,926,1433,73539686,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
49779,ROGERS CITY,MI,PRIMARY,2261,3945,52424806,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
28644,LAUREL SPRINGS,NC,PRIMARY,605,1115,13849064,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
90808,LONG BEACH,CA,PRIMARY,18909,33131,1062835453,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
16374,KENNERDELL,PA,PRIMARY,853,1523,23284895,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
95759,ELK GROVE,CA,PRIMARY,768,1325,28631213,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
21733,FAIRPLAY,MD,PRIMARY,573,1070,26855409,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
80741,MERINO,CO,PRIMARY,396,759,11923247,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
31798,WRAY,GA,PRIMARY,432,827,11634929,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
91906,CAMPO,CA,PRIMARY,1282,2441,49118662,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
76126,FORT WORTH,TX,PRIMARY,9571,17198,506360212,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
56181,WELCOME,MN,PRIMARY,566,1015,15963154,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
72466,SMITHVILLE,AR,PRIMARY,459,915,11592459,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
97913,NYSSA,OR,PRIMARY,2007,3893,47994364,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
11209,BROOKLYN,NY,PRIMARY,32762,51567,1567801401,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
29301,SPARTANBURG,SC,PRIMARY,13226,23385,451629488,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
37088,LEBANON,TN,PRIMARY,725,1157,20940138,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
1903,LYNN,MA,PRIMARY,531,851,13606118,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
92248,LA QUINTA,CA,PRIMARY,548,966,20372887,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
22193,WOODBRIDGE,VA,PRIMARY,32955,60216,1665525403,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
20177,LEESBURG,VA,PRIMARY,515,820,26736081,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
74565,SAVANNA,OK,PRIMARY,392,701,13384620,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
57022,DELL RAPIDS,SD,PRIMARY,2427,4446,97342309,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
76932,BIG LAKE,TX,PRIMARY,1383,2780,60231796,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
21158,WESTMINSTER,MD,PRIMARY,9983,18082,485160426,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
23833,CHURCH ROAD,VA,PRIMARY,991,1846,39171958,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
44053,LORAIN,OH,PRIMARY,8702,14680,285228163,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
78580,RAYMONDVILLE,TX,PRIMARY,4414,8338,100258071,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
48822,EAGLE,MI,PRIMARY,1409,2555,57687648,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
81067,ROCKY FORD,CO,PRIMARY,2201,4033,52837830,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
33549,LUTZ,FL,PRIMARY,7730,13920,369893330,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
49262,NORTH ADAMS,MI,PRIMARY,564,1018,14010802,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
74152,TULSA,OK,PRIMARY,282,434,13351387,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
23665,HAMPTON,VA,PRIMARY,1935,3830,66821348,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
70420,ABITA SPRINGS,LA,PRIMARY,3511,6539,136634569,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
30008,MARIETTA,GA,PRIMARY,11686,20427,367217309,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
59016,BUSBY,MT,PRIMARY,271,519,6754987,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
39657,OSYKA,MS,PRIMARY,971,1819,27772258,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
15376,WEST ALEXANDER,PA,PRIMARY,796,1474,26936690,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
98585,SILVER CREEK,WA,PRIMARY,311,561,8499284,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
18436,LAKE ARIEL,PA,PRIMARY,6183,10997,195734197,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
94920,BELVEDERE TIBURON,CA,PRIMARY,6348,10900,869131648,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
33548,LUTZ,FL,PRIMARY,3078,5601,172146924,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
46126,FAIRLAND,IN,PRIMARY,2306,4262,86190260,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
97006,BEAVERTON,OR,PRIMARY,28732,50291,1294732226,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
83444,ROBERTS,ID,PRIMARY,500,992,13955008,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
48081,SAINT CLAIR SHORES,MI,PRIMARY,11042,18281,405089294,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
77026,HOUSTON,TX,PRIMARY,9436,16377,191123201,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
35771,SECTION,AL,PRIMARY,1465,2819,42174753,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
32837,ORLANDO,FL,PRIMARY,23738,41755,859684130,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
51537,HARLAN,IA,PRIMARY,3282,5729,98638674,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
77365,PORTER,TX,PRIMARY,10291,19604,460822437,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
33706,SAINT PETERSBURG,FL,PRIMARY,8231,12575,332946452,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
10034,NEW YORK,NY,PRIMARY,20855,32614,604187876,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
72365,MARKED TREE,AR,PRIMARY,1217,2179,27825131,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
43402,BOWLING GREEN,OH,PRIMARY,13379,21455,484123577,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
56524,CLITHERALL,MN,PRIMARY,356,640,8219349,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
17366,WINDSOR,PA,PRIMARY,2675,4740,97297953,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
17851,MOUNT CARMEL,PA,PRIMARY,3593,5842,89656801,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
31642,PEARSON,GA,PRIMARY,1802,3525,40432353,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
78070,SPRING BRANCH,TX,PRIMARY,6323,12245,336004817,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
57471,ROSCOE,SD,PRIMARY,320,573,6051349,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
40160,RADCLIFF,KY,PRIMARY,9749,17547,265254732,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
14715,BOLIVAR,NY,PRIMARY,1206,2139,34342047,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
52747,DURANT,IA,PRIMARY,1094,1983,41187754,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
41230,LOUISA,KY,PRIMARY,4374,8613,140741418,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
90230,CULVER CITY,CA,PRIMARY,15572,25528,765127473,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
4419,CARMEL,ME,PRIMARY,1269,2343,43979594,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
44305,AKRON,OH,PRIMARY,10399,16710,271067506,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
58402,JAMESTOWN,ND,PRIMARY,463,706,14607507,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
49757,MACKINAC ISLAND,MI,PRIMARY,502,709,15195247,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
67202,WICHITA,KS,PRIMARY,820,1056,25391594,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
92177,SAN DIEGO,CA,PRIMARY,526,766,17444998,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
68465,WILBER,NE,PRIMARY,1075,1951,35088609,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
84053,NEOLA,UT,PRIMARY,310,638,14758583,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
65452,CROCKER,MO,PRIMARY,1352,2524,36433514,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
74084,WYNONA,OK,PRIMARY,252,457,7964992,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
1222,ASHLEY FALLS,MA,PRIMARY,392,681,11545093,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
66605,TOPEKA,KS,PRIMARY,8976,15815,267162620,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
70065,KENNER,LA,PRIMARY,22698,39430,898759433,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
92703,SANTA ANA,CA,PRIMARY,24634,48715,640236193,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
23407,MAPPSVILLE,VA,PRIMARY,310,536,7083474,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
72774,WEST FORK,AR,PRIMARY,2710,5051,89189078,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
89021,LOGANDALE,NV,PRIMARY,1303,2624,67641125,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
71857,PRESCOTT,AR,PRIMARY,2449,4526,63666889,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
81025,BOONE,CO,PRIMARY,404,708,9587699,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
13159,TULLY,NY,PRIMARY,2516,4590,110806140,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
6483,SEYMOUR,CT,PRIMARY,8152,14118,397890142,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
99710,FAIRBANKS,AK,PRIMARY,875,1451,40361564,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
95210,STOCKTON,CA,PRIMARY,13868,25741,378633657,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
27521,COATS,NC,PRIMARY,2478,4701,77262958,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
98177,SEATTLE,WA,PRIMARY,10329,17778,621883188,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
98231,BLAINE,WA,PRIMARY,776,1290,29343828,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
12417,CONNELLY,NY,PRIMARY,260,432,7600316,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
48051,NEW BALTIMORE,MI,PRIMARY,7586,13716,319553500,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
45365,SIDNEY,OH,PRIMARY,14848,25141,478046749,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
71264,OAK RIDGE,LA,PRIMARY,400,743,12612818,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
35961,COLLINSVILLE,AL,PRIMARY,2218,4299,55782841,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
78669,SPICEWOOD,TX,PRIMARY,3910,7063,228739962,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
92530,LAKE ELSINORE,CA,PRIMARY,17339,33145,621516645,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
21041,ELLICOTT CITY,MD,PRIMARY,266,423,12028370,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
93591,PALMDALE,CA,PRIMARY,2227,4371,65159544,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
29138,SALUDA,SC,PRIMARY,4300,8004,112078768,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
6793,WASHINGTON,CT,PRIMARY,604,998,37584199,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
92056,OCEANSIDE,CA,PRIMARY,24430,42843,944700547,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
48465,PALMS,MI,PRIMARY,286,525,6057365,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
40588,LEXINGTON,KY,PRIMARY,335,476,10120217,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
72623,CLARKRIDGE,AR,PRIMARY,275,522,7514330,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
45344,NEW CARLISLE,OH,PRIMARY,8206,14497,272182896,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
27298,LIBERTY,NC,PRIMARY,4501,8345,147055675,2017-01-01 12:00:00+00:00,2017-01-01 12:00:00+00:00
