id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id3417635,2,2016-02-15 15:29:31,2016-02-15 15:39:18,3,-73.988418579101563,40.755111694335938,-74.000930786132813,40.757450103759766,N,587
id0108599,2,2016-03-27 22:53:48,2016-03-27 23:09:07,1,-73.992698669433594,40.748039245605469,-73.978767395019531,40.724258422851563,N,919
id1895882,2,2016-05-09 17:00:54,2016-05-09 17:33:21,1,-73.955680847167969,40.782192230224609,-74.01019287109375,40.720012664794922,N,1947
id3432220,2,2016-05-27 09:51:59,2016-05-27 10:01:58,1,-73.982887268066406,40.756145477294922,-73.9649658203125,40.755535125732422,N,599
id0310728,1,2016-06-13 20:27:11,2016-06-13 20:41:41,3,-73.984817504882812,40.760181427001953,-73.994583129882813,40.73211669921875,N,870
id3966402,1,2016-01-06 15:28:44,2016-01-06 15:38:46,2,-73.959274291992188,40.771873474121094,-73.966148376464844,40.765510559082031,N,602
id0137735,2,2016-06-24 22:43:44,2016-06-24 23:07:56,1,-73.969161987304688,40.757492065429688,-73.994499206542969,40.761745452880859,N,1452
id0130508,1,2016-03-02 07:04:14,2016-03-02 07:16:57,1,-73.945953369140625,40.777667999267578,-74.007827758789063,40.703411102294922,N,763
id3091956,1,2016-06-05 12:25:50,2016-06-05 13:01:27,1,-73.984657287597656,40.736423492431641,-73.958244323730469,40.778602600097656,N,2137
id3171058,1,2016-01-28 08:55:48,2016-01-28 09:06:59,1,-73.94854736328125,40.777809143066406,-73.938949584960937,40.804542541503906,N,671
id3334394,2,2016-06-01 14:51:52,2016-06-01 15:10:43,5,-74.015953063964844,40.711128234863281,-73.997940063476563,40.725830078125,N,1131
id3225120,2,2016-05-27 15:58:22,2016-05-27 16:26:03,1,-73.991806030273437,40.742420196533203,-73.969085693359375,40.761089324951172,N,1661
id0169350,1,2016-03-30 21:45:41,2016-03-30 21:59:52,1,-73.989723205566406,40.739456176757813,-73.983894348144531,40.755290985107422,N,851
id1391011,1,2016-04-27 02:40:32,2016-04-27 03:07:15,1,-73.999687194824219,40.733306884765625,-73.815071105957031,40.775123596191406,N,1603
id3461256,1,2016-03-26 18:30:23,2016-03-26 18:41:21,1,-73.968696594238281,40.767131805419922,-73.986083984375,40.776744842529297,N,658
id2782515,2,2016-03-15 23:33:23,2016-03-15 23:36:23,1,-73.971023559570313,40.755748748779297,-73.961952209472656,40.76776123046875,N,180
id0361579,1,2016-04-14 19:43:32,2016-04-14 20:05:55,1,-73.977203369140625,40.758689880371094,-73.982826232910156,40.758506774902344,N,1343
id1375671,2,2016-02-29 15:10:46,2016-02-29 15:15:28,2,-73.972007751464844,40.791595458984375,-73.966316223144531,40.795780181884766,N,282
id1952448,1,2016-01-01 00:34:33,2016-01-01 00:50:57,1,-73.956878662109375,40.777881622314453,-73.983650207519531,40.7340087890625,N,984
id0977379,2,2016-04-16 21:19:13,2016-04-16 21:43:28,1,-74.003936767578125,40.70758056640625,-74.001632690429687,40.73712158203125,N,1455
id0760361,2,2016-06-22 16:26:52,2016-06-22 18:02:11,1,-73.863418579101562,40.769977569580078,-73.976203918457031,40.673961639404297,N,5719
id1179829,2,2016-02-18 01:08:55,2016-02-18 01:34:10,6,-73.789398193359375,40.647220611572266,-73.983619689941406,40.727733612060547,N,1515
id1505030,1,2016-03-25 19:23:33,2016-03-25 19:37:15,1,-73.970527648925781,40.758579254150391,-73.992485046386719,40.758125305175781,N,822
id3830345,1,2016-02-13 19:37:56,2016-02-13 19:44:18,1,-73.982452392578125,40.764209747314453,-73.970634460449219,40.759136199951172,N,382
id3597114,2,2016-03-31 22:21:44,2016-03-31 22:25:56,1,-74.006217956542969,40.740409851074219,-73.998741149902344,40.745059967041016,N,252
id0614352,2,2016-01-28 11:13:16,2016-01-28 11:28:23,1,-73.978248596191406,40.729610443115234,-74.002220153808594,40.740318298339844,N,907
id2807635,2,2016-04-20 13:19:28,2016-04-20 13:25:34,1,-73.982192993164063,40.748771667480469,-73.977256774902344,40.756160736083984,N,366
id0247481,2,2016-03-01 10:00:08,2016-03-01 10:31:08,1,-73.955718994140625,40.772663116455078,-74.000144958496094,40.736171722412109,N,1860
id1699374,2,2016-04-18 22:34:22,2016-04-18 22:38:44,5,-74.0029296875,40.749317169189453,-73.989555358886719,40.757495880126953,N,262
id0360229,1,2016-04-16 15:21:20,2016-04-16 15:28:38,1,-73.956230163574219,40.767921447753906,-73.971809387207031,40.762256622314453,N,438
id3744017,2,2016-06-17 07:57:57,2016-06-17 08:01:14,1,-73.958671569824219,40.780754089355469,-73.952445983886719,40.778312683105469,N,197
id3606203,2,2016-03-12 15:51:40,2016-03-12 16:00:15,2,-73.994438171386719,40.740657806396484,-74.002151489257813,40.7506103515625,N,515
id2716370,2,2016-02-26 08:38:44,2016-02-26 09:12:23,1,-73.863990783691406,40.769905090332031,-73.965530395507813,40.756118774414063,N,2019
id1862104,1,2016-06-21 09:13:00,2016-06-21 09:29:44,1,-73.998138427734375,40.756484985351563,-74.010025024414063,40.721275329589844,N,1004
id1667544,2,2016-04-30 16:37:00,2016-04-30 16:38:53,5,-73.968399047851563,40.791580200195313,-73.973114013671875,40.7869873046875,N,113
id1940923,2,2016-05-06 18:08:58,2016-05-06 18:46:29,1,-73.871002197265625,40.773811340332031,-73.976478576660156,40.728729248046875,N,2251
id0136371,1,2016-02-11 08:24:06,2016-02-11 08:33:27,1,-73.956123352050781,40.771732330322266,-73.968856811523438,40.763679504394531,N,561
id1087362,1,2016-04-06 16:03:40,2016-04-06 16:22:07,1,-74.005996704101563,40.742118835449219,-73.981063842773438,40.758594512939453,N,1107
id3342376,2,2016-01-09 21:00:38,2016-01-09 21:04:24,1,-73.984649658203125,40.75274658203125,-73.990257263183594,40.756263732910156,N,226
id0571141,1,2016-01-07 12:00:58,2016-01-07 12:20:55,1,-73.9742431640625,40.753810882568359,-73.996116638183594,40.726249694824219,N,1197
id3473440,1,2016-02-14 11:02:53,2016-02-14 11:19:48,1,-73.776802062988281,40.645061492919922,-73.817367553710937,40.742256164550781,N,1015
id0508232,1,2016-04-12 21:20:46,2016-04-12 21:40:33,1,-73.999656677246094,40.738380432128906,-73.949386596679688,40.785007476806641,N,1187
id3173377,1,2016-06-20 18:33:07,2016-06-20 18:39:37,1,-73.988693237304688,40.773990631103516,-73.977890014648437,40.786167144775391,N,390
id1800757,1,2016-06-01 09:26:11,2016-06-01 09:46:17,1,-73.992469787597656,40.753597259521484,-73.972053527832031,40.762680053710937,N,1206
id2165653,1,2016-02-12 07:19:01,2016-02-12 07:32:53,1,-74.008438110351563,40.733482360839844,-73.979515075683594,40.760734558105469,N,832
id1386965,1,2016-01-13 06:06:36,2016-01-13 06:13:59,1,-73.979415893554688,40.786853790283203,-73.984809875488281,40.760410308837891,N,443
id0112221,2,2016-04-10 13:55:08,2016-04-10 14:01:50,1,-73.962509155273437,40.770442962646484,-73.965560913085937,40.765731811523438,N,402
id1604006,1,2016-03-19 20:22:00,2016-03-19 20:41:35,1,-73.986625671386719,40.76678466796875,-73.952423095703125,40.808387756347656,N,1175
id0034684,2,2016-01-20 19:16:18,2016-01-20 19:27:42,1,-73.985061645507813,40.744682312011719,-73.96923828125,40.755699157714844,N,684
id0149396,1,2016-06-15 06:00:52,2016-06-15 06:20:15,1,-73.89984130859375,40.741203308105469,-73.905197143554687,40.853626251220703,N,1163
id0449568,1,2016-03-29 23:44:31,2016-03-30 00:07:30,1,-73.942253112792969,40.754287719726563,-73.896018981933594,40.885292053222656,N,1379
id1897811,2,2016-04-03 20:31:47,2016-04-03 20:35:06,1,-73.983306884765625,40.755970001220703,-73.975540161132813,40.762641906738281,N,199
id3163620,2,2016-05-26 09:18:25,2016-05-26 09:50:35,1,-73.997848510742188,40.740383148193359,-74.177665710449219,40.690422058105469,N,1930
id1995493,1,2016-06-21 22:06:56,2016-06-21 22:26:25,1,-73.863494873046875,40.769660949707031,-73.959983825683594,40.773750305175781,N,1169
id0752995,2,2016-05-01 01:10:00,2016-05-01 01:21:32,1,-73.98162841796875,40.748363494873047,-73.989669799804688,40.730293273925781,N,692
id1211273,2,2016-04-29 11:06:29,2016-04-29 11:22:18,1,-73.958404541015625,40.781440734863281,-73.990776062011719,40.770069122314453,N,949
id3689822,1,2016-06-15 07:14:30,2016-06-15 07:26:48,1,-73.970375061035156,40.785762786865234,-73.97882080078125,40.752128601074219,N,738
id0563929,2,2016-01-13 08:09:48,2016-01-13 08:37:31,1,-73.863197326660156,40.769748687744141,-73.955337524414063,40.785228729248047,N,1663
id2761428,2,2016-03-20 00:06:09,2016-03-20 00:13:10,1,-74.005546569824219,40.738483428955078,-74.002952575683594,40.749458312988281,N,421
id1334416,2,2016-05-11 09:57:18,2016-05-11 10:05:14,1,-73.982566833496094,40.731288909912109,-73.981552124023438,40.746429443359375,N,476
id1709332,2,2016-03-21 09:15:46,2016-03-21 09:38:21,5,-74.008331298828125,40.721836090087891,-73.978973388671875,40.745857238769531,N,1355
id3312761,1,2016-05-02 14:34:49,2016-05-02 14:40:46,1,-73.990592956542969,40.750110626220703,-73.995849609375,40.759445190429688,N,357
id3662898,1,2016-02-09 17:42:56,2016-02-09 17:54:27,1,-73.987388610839844,40.733161926269531,-73.986595153808594,40.715782165527344,N,691
id2970188,2,2016-04-29 23:10:36,2016-04-29 23:13:23,1,-73.98175048828125,40.730960845947266,-73.974319458007813,40.726139068603516,N,167
id0349876,1,2016-05-12 20:02:48,2016-05-12 20:25:19,3,-73.990531921386719,40.751522064208984,-73.986427307128906,40.731277465820313,N,1351
id2679591,1,2016-05-27 00:24:48,2016-05-27 00:39:48,1,-73.984519958496094,40.768913269042969,-73.98223876953125,40.743083953857422,N,900
id2022084,2,2016-05-25 14:01:08,2016-05-25 14:25:12,1,-73.981582641601562,40.778545379638672,-73.980293273925781,40.755523681640625,N,1444
id0921079,2,2016-05-22 23:13:10,2016-05-22 23:18:53,2,-73.9573974609375,40.782718658447266,-73.940757751464844,40.807563781738281,N,343
id0129980,2,2016-02-01 18:31:51,2016-02-01 18:38:59,1,-73.961021423339844,40.767341613769531,-73.95599365234375,40.782871246337891,N,428
id1838488,1,2016-03-26 02:11:31,2016-03-26 02:16:58,2,-73.990142822265625,40.756572723388672,-73.994644165039062,40.750514984130859,N,327
id0018117,1,2016-05-12 08:26:09,2016-05-12 08:55:24,2,-73.985183715820313,40.759307861328125,-74.016647338867188,40.705673217773438,N,1755
id1582400,2,2016-06-01 14:01:43,2016-06-01 14:06:14,1,-73.955856323242188,40.780471801757813,-73.954521179199219,40.786636352539063,N,271
id1211862,2,2016-05-21 10:52:43,2016-05-21 10:55:21,4,-73.986213684082031,40.762069702148438,-73.982048034667969,40.770900726318359,N,158
id3484598,1,2016-01-16 09:00:48,2016-01-16 09:08:24,1,-73.979209899902344,40.740509033203125,-73.99395751953125,40.750164031982422,N,456
id2412180,2,2016-02-04 23:45:58,2016-02-04 23:51:58,2,-73.995452880859375,40.724918365478516,-73.978279113769531,40.720649719238281,N,360
id2897485,2,2016-03-31 03:39:36,2016-03-31 03:51:39,1,-73.991729736328125,40.715248107910156,-73.927787780761719,40.701869964599609,N,723
id1610486,2,2016-05-17 19:34:36,2016-05-17 19:43:40,1,-73.9949951171875,40.741291046142578,-73.982101440429688,40.744010925292969,N,544
id2530294,2,2016-06-24 12:49:03,2016-06-24 13:23:28,1,-73.992088317871094,40.729148864746094,-73.968116760253906,40.786899566650391,N,2065
id3294587,2,2016-04-08 16:34:22,2016-04-08 16:39:43,6,-73.9918212890625,40.738636016845703,-74.001205444335938,40.740161895751953,N,321
id3073882,1,2016-05-04 23:14:17,2016-05-04 23:26:23,1,-73.978202819824219,40.763092041015625,-73.945220947265625,40.779880523681641,N,726
id2181610,2,2016-04-05 08:25:11,2016-04-05 08:40:41,1,-73.983978271484375,40.754314422607422,-73.95452880859375,40.780570983886719,N,930
id2695936,1,2016-04-13 17:11:00,2016-04-13 17:15:15,1,-73.99468994140625,40.740821838378906,-74.001518249511719,40.737312316894531,N,255
id1042137,1,2016-03-11 22:42:20,2016-03-11 22:46:12,1,-73.998367309570312,40.735130310058594,-73.997077941894531,40.741607666015625,N,232
id3640771,2,2016-06-24 11:24:17,2016-06-24 11:44:48,5,-73.9776611328125,40.750701904296875,-73.872421264648438,40.774459838867188,N,1231
id3084059,1,2016-02-22 13:00:50,2016-02-22 13:13:48,1,-73.963150024414063,40.768329620361328,-73.979347229003906,40.760387420654297,N,778
id2927707,1,2016-06-01 17:04:37,2016-06-01 17:19:03,1,-73.97943115234375,40.764984130859375,-73.957328796386719,40.782981872558594,N,866
id0272248,1,2016-01-29 23:36:39,2016-01-29 23:58:55,1,-73.99725341796875,40.722160339355469,-73.964607238769531,40.682010650634766,N,1336
id1157589,1,2016-06-22 02:36:17,2016-06-22 02:57:40,1,-73.996238708496094,40.732204437255859,-73.954261779785156,40.664531707763672,N,1283
id0908935,1,2016-03-05 07:31:53,2016-03-05 07:39:28,1,-73.956169128417969,40.764236450195313,-73.9510498046875,40.785987854003906,N,455
id3422536,2,2016-06-17 15:24:58,2016-06-17 15:56:34,5,-73.956649780273438,40.781158447265625,-73.9923095703125,40.730678558349609,N,1896
id1181047,2,2016-03-20 21:26:49,2016-03-20 21:31:41,1,-73.98956298828125,40.733509063720703,-73.980476379394531,40.744300842285156,N,292
id2396418,1,2016-01-29 21:17:32,2016-01-29 21:27:23,2,-73.974227905273438,40.753826141357422,-73.991134643554687,40.750461578369141,N,591
id0387651,2,2016-06-09 17:42:41,2016-06-09 17:49:24,5,-73.95147705078125,40.769969940185547,-73.959846496582031,40.773719787597656,N,403
id0295214,2,2016-01-08 14:54:05,2016-01-08 15:08:30,1,-73.956069946289063,40.775409698486328,-73.972457885742187,40.765628814697266,N,865
id2228955,1,2016-01-14 07:00:19,2016-01-14 07:08:35,1,-73.974273681640625,40.747493743896484,-73.982231140136719,40.759681701660156,N,496
id3729213,1,2016-01-19 13:11:29,2016-01-19 13:18:22,1,-73.968009948730469,40.771102905273438,-73.973869323730469,40.763259887695313,N,413
id1093137,2,2016-04-17 17:14:45,2016-04-17 17:27:11,1,-74.001991271972656,40.750812530517578,-73.991569519042969,40.733352661132812,N,746
id1000535,1,2016-01-05 15:35:54,2016-01-05 15:45:48,1,-73.949409484863281,40.781150817871094,-73.958885192871094,40.763797760009766,N,594
id2501700,1,2016-01-17 11:17:48,2016-01-17 11:23:13,1,-73.978080749511719,40.752265930175781,-73.982551574707031,40.756881713867188,N,325
id1249474,1,2016-05-03 03:44:59,2016-05-03 03:49:59,2,-73.985595703125,40.719341278076172,-73.979446411132813,40.723556518554688,N,300
id3340674,1,2016-01-21 23:32:18,2016-01-21 23:37:58,1,-73.975921630859375,40.751258850097656,-73.976760864257813,40.739356994628906,N,340
id0364380,2,2016-02-21 09:15:49,2016-02-21 09:22:14,1,-73.984687805175781,40.759151458740234,-74.000755310058594,40.758304595947266,N,385
id0483528,1,2016-03-19 17:57:07,2016-03-19 18:09:56,1,-73.988166809082031,40.720211029052734,-74.008445739746094,40.713710784912109,N,769
id2311936,2,2016-01-04 23:36:45,2016-01-04 23:40:00,1,-73.992103576660156,40.738040924072266,-73.988471984863281,40.748310089111328,N,195
id2827329,2,2016-05-08 09:28:16,2016-05-08 09:37:54,6,-73.9713134765625,40.758232116699219,-73.990425109863281,40.751091003417969,N,578
id3530664,2,2016-01-14 18:58:59,2016-01-14 19:09:11,1,-73.991447448730469,40.729850769042969,-74.01019287109375,40.711479187011719,N,612
id1387834,1,2016-01-28 07:53:14,2016-01-28 07:58:29,1,-73.990943908691406,40.750591278076172,-73.999961853027344,40.738174438476562,N,315
id3508412,2,2016-01-24 13:49:14,2016-01-24 14:02:09,1,-73.9874267578125,40.778995513916016,-73.962554931640625,40.776420593261719,N,775
id1062006,2,2016-03-06 03:51:39,2016-03-06 04:05:17,2,-73.988197326660156,40.723621368408203,-73.94732666015625,40.791080474853516,N,818
id2266297,2,2016-06-30 00:58:22,2016-06-30 01:02:17,1,-73.99102783203125,40.756198883056641,-73.997688293457031,40.760578155517578,N,235
id1297068,1,2016-05-04 03:21:56,2016-05-04 03:27:05,2,-73.977279663085938,40.750125885009766,-73.990142822265625,40.748481750488281,N,309
id2487205,2,2016-03-07 16:03:27,2016-03-07 16:08:04,5,-73.977081298828125,40.78759765625,-73.970977783203125,40.786052703857422,N,277
id3345753,1,2016-04-17 19:28:28,2016-04-17 19:46:28,1,-73.960365295410156,40.715251922607422,-73.993583679199219,40.724666595458984,N,1080
id1245718,2,2016-06-26 01:56:52,2016-06-26 02:07:10,5,-73.987022399902344,40.729408264160156,-74.002372741699219,40.742221832275391,N,618
id0630316,1,2016-02-15 16:44:29,2016-02-15 17:02:35,2,-73.979446411132813,40.752162933349609,-73.964279174804688,40.759716033935547,N,1086
id1493972,1,2016-03-12 18:38:18,2016-03-12 19:00:33,1,-73.969551086425781,40.760551452636719,-73.984817504882812,40.720310211181641,N,1335
id2840238,2,2016-04-18 16:58:22,2016-04-18 17:09:11,1,-73.944572448730469,40.779979705810547,-73.956367492675781,40.763271331787109,N,649
id1376164,1,2016-03-16 12:48:44,2016-03-16 13:04:06,3,-73.975753784179688,40.752353668212891,-73.95654296875,40.76641845703125,N,922
id3190388,1,2016-02-21 19:14:52,2016-02-21 19:19:02,1,-73.989646911621094,40.734424591064453,-73.98486328125,40.742244720458984,N,250
id2465650,2,2016-02-07 17:41:23,2016-02-07 17:55:52,5,-73.985252380371094,40.727588653564453,-74.007728576660156,40.734882354736328,N,869
id3395293,2,2016-01-03 02:00:40,2016-01-03 02:14:38,2,-73.987747192382813,40.721176147460938,-74.0081787109375,40.738140106201172,N,838
id0225155,2,2016-04-13 21:47:25,2016-04-13 22:03:43,1,-73.974662780761719,40.750930786132813,-73.959938049316406,40.770755767822266,N,978
id1993030,1,2016-06-03 15:48:16,2016-06-03 16:09:32,1,-73.995903015136719,40.720157623291016,-73.990409851074219,40.746124267578125,N,1276
id3463387,2,2016-03-08 21:07:28,2016-03-08 21:17:10,5,-73.9937744140625,40.738632202148437,-73.980903625488281,40.759193420410156,N,582
id2314710,1,2016-05-23 21:29:43,2016-05-23 21:45:14,4,-74.012802124023438,40.71661376953125,-73.983047485351563,40.693656921386719,N,931
id1820311,1,2016-04-10 03:13:00,2016-04-10 03:20:44,2,-74.00238037109375,40.733741760253906,-74.0010986328125,40.740116119384766,N,464
id0467328,1,2016-05-17 07:34:35,2016-05-17 07:46:38,1,-73.980194091796875,40.775684356689453,-73.97393798828125,40.757221221923828,N,723
id0189270,1,2016-04-05 23:08:20,2016-04-05 23:23:31,2,-73.982170104980469,40.773517608642578,-73.966438293457031,40.759860992431641,N,911
id2014985,1,2016-04-20 21:36:36,2016-04-20 21:49:07,1,-73.974754333496094,40.790142059326172,-73.939323425292969,40.805068969726563,N,751
id2251007,2,2016-05-23 14:20:49,2016-05-23 14:20:57,1,-73.781829833984375,40.644699096679687,-73.781829833984375,40.644699096679687,N,8
id1059801,1,2016-03-01 23:21:59,2016-03-01 23:23:07,1,-73.963233947753906,40.762203216552734,-73.964439392089844,40.760398864746094,N,68
id0751765,2,2016-03-19 03:26:56,2016-03-19 03:33:28,5,-73.975799560546875,40.751331329345703,-73.956787109375,40.777618408203125,N,392
id2611272,2,2016-04-27 18:56:22,2016-04-27 19:25:02,2,-73.994773864746094,40.750076293945312,-73.99005126953125,40.737773895263672,N,1720
id1744570,2,2016-02-09 12:43:27,2016-02-09 13:10:57,6,-73.981842041015625,40.752254486083984,-73.959068298339844,40.767372131347656,N,1650
id1989571,1,2016-06-14 06:22:22,2016-06-14 06:29:11,1,-73.990974426269531,40.750350952148438,-73.983772277832031,40.761653900146484,N,409
id3707212,2,2016-05-29 18:26:26,2016-05-29 18:35:07,1,-73.969871520996094,40.763191223144531,-73.978103637695313,40.753868103027344,N,521
id3299683,2,2016-05-05 22:55:46,2016-05-05 23:04:14,1,-73.977203369140625,40.743091583251953,-74.011795043945313,40.702518463134766,N,508
id3174862,2,2016-01-16 16:24:37,2016-01-16 16:36:55,1,-73.990036010742188,40.734836578369141,-73.969993591308594,40.756980895996094,N,738
id0956162,1,2016-01-16 08:17:56,2016-01-16 08:25:02,1,-73.946617126464844,40.772472381591797,-73.960700988769531,40.778274536132812,N,426
id0884032,2,2016-06-30 06:44:19,2016-06-30 06:54:05,2,-73.956672668457031,40.784019470214844,-73.975227355957031,40.755859375,N,586
id2210879,1,2016-06-10 17:33:36,2016-06-10 17:41:48,1,-73.990478515625,40.740192413330078,-74.007240295410156,40.735721588134766,N,492
id3410374,1,2016-06-22 21:20:08,2016-06-22 21:49:43,1,-73.87091064453125,40.773616790771484,-73.961051940917969,40.672256469726562,N,1775
id2018140,1,2016-06-13 01:07:05,2016-06-13 01:10:41,2,-73.997261047363281,40.724727630615234,-74.014686584472656,40.718021392822266,N,216
id3185408,2,2016-03-14 18:47:13,2016-03-14 18:52:57,1,-73.969871520996094,40.762630462646484,-73.974380493164063,40.755790710449219,N,344
id1407252,1,2016-02-22 17:54:55,2016-02-22 18:29:02,1,-73.993293762207031,40.724491119384766,-73.9595947265625,40.798973083496094,N,2047
id2423857,2,2016-02-15 00:24:20,2016-02-15 00:42:43,2,-73.776756286621094,40.645309448242188,-73.826553344726563,40.691108703613281,N,1103
id3831162,2,2016-02-18 20:26:11,2016-02-18 20:27:08,4,-74.007530212402344,40.725425720214844,-74.006858825683594,40.729900360107422,N,57
id3655653,1,2016-03-02 10:24:00,2016-03-02 10:34:03,1,-73.995437622070312,40.74957275390625,-74.00445556640625,40.749542236328125,N,603
id3429467,1,2016-03-01 22:43:27,2016-03-01 22:49:21,1,-73.981048583984375,40.761711120605469,-73.991493225097656,40.759788513183594,N,354
id3480786,2,2016-03-30 20:44:37,2016-03-30 21:22:18,2,-73.790374755859375,40.646472930908203,-73.994003295898437,40.738548278808594,N,2261
id3784926,1,2016-02-28 23:00:20,2016-02-28 23:08:59,1,-73.982070922851562,40.760025024414063,-73.982345581054687,40.776882171630859,N,519
id0144975,2,2016-06-06 17:24:01,2016-06-06 17:32:11,1,-73.998092651367188,40.756038665771484,-73.991226196289062,40.770420074462891,N,490
id3984294,2,2016-02-22 08:43:07,2016-02-22 08:52:29,1,-74.014381408691406,40.703903198242188,-74.010818481445313,40.718826293945313,N,562
id2613859,1,2016-04-24 18:44:01,2016-04-24 18:59:51,1,-73.995346069335938,40.744144439697266,-73.977790832519531,40.783817291259766,N,950
id1118568,2,2016-03-07 13:35:49,2016-03-07 13:53:42,1,-73.992759704589844,40.768451690673828,-73.991218566894531,40.750320434570312,N,1073
id2339089,1,2016-04-24 22:04:50,2016-04-24 22:11:04,1,-74.000457763671875,40.727237701416016,-73.983909606933594,40.7254638671875,N,374
id0388732,2,2016-01-05 09:54:31,2016-01-05 10:05:48,1,-73.962440490722656,40.766353607177734,-73.983566284179688,40.775405883789063,N,677
id0415855,2,2016-02-28 17:44:37,2016-02-28 17:58:19,6,-73.9764404296875,40.788463592529297,-73.951690673828125,40.773281097412109,N,822
id2000146,2,2016-04-30 20:40:01,2016-04-30 21:05:18,1,-73.78204345703125,40.644691467285156,-73.735946655273437,40.770168304443359,N,1517
id3345162,2,2016-02-15 00:51:57,2016-02-15 00:53:03,3,-73.965667724609375,40.762557983398438,-73.960563659667969,40.769767761230469,N,66
id0942966,1,2016-04-14 11:59:03,2016-04-14 12:20:05,2,-73.973411560058594,40.750431060791016,-73.959098815917969,40.799514770507813,N,1262
id3408580,2,2016-06-27 09:08:01,2016-06-27 09:23:37,1,-73.962539672851562,40.759021759033203,-74.011528015136719,40.703861236572266,N,936
id0446424,1,2016-05-11 19:39:18,2016-05-11 19:52:58,1,-73.975212097167969,40.763690948486328,-73.979400634765625,40.737186431884766,N,820
id0147634,2,2016-03-07 09:21:25,2016-03-07 09:41:06,1,-73.9599609375,40.770595550537109,-73.97723388671875,40.757907867431641,N,1181
id2340563,2,2016-01-29 08:58:31,2016-01-29 09:00:53,1,-73.986984252929688,40.776466369628906,-73.982528686523437,40.779048919677734,N,142
id3594680,1,2016-06-02 23:11:15,2016-06-02 23:44:45,1,-73.776763916015625,40.645252227783203,-73.985908508300781,40.722774505615234,N,2010
id2456489,1,2016-03-20 16:05:14,2016-03-20 16:47:33,1,-73.781867980957031,40.644557952880859,-73.961204528808594,40.812034606933594,N,2539
id3025824,1,2016-02-09 18:21:56,2016-02-09 18:26:42,1,-74.005226135253906,40.720920562744141,-73.999893188476562,40.723545074462891,N,286
id0274457,2,2016-02-04 09:36:08,2016-02-04 09:42:01,1,-73.96600341796875,40.754680633544922,-73.974082946777344,40.751491546630859,N,353
id1319274,2,2016-05-14 10:10:13,2016-05-14 10:16:02,1,-73.979637145996094,40.786399841308594,-73.959083557128906,40.815273284912109,N,349
id1307672,2,2016-05-15 18:11:19,2016-05-15 18:17:33,1,-73.988311767578125,40.748161315917969,-73.978851318359375,40.741020202636719,N,374
id1497110,2,2016-03-16 19:27:28,2016-03-16 19:36:35,1,-73.954490661621094,40.781177520751953,-73.965202331542969,40.766441345214844,N,547
id2050896,2,2016-04-06 05:18:31,2016-04-06 05:27:15,1,-73.987571716308594,40.724128723144531,-74.01220703125,40.701400756835938,N,524
id3474380,1,2016-04-10 03:45:26,2016-04-10 03:51:06,1,-73.999855041503906,40.74334716796875,-73.984764099121094,40.738651275634766,N,340
id1112835,2,2016-04-20 05:26:49,2016-04-20 05:37:06,1,-73.989921569824219,40.775871276855469,-73.994789123535156,40.750110626220703,N,617
id0417263,2,2016-02-07 01:31:25,2016-02-07 01:35:16,1,-73.976058959960937,40.750858306884766,-73.978096008300781,40.744895935058594,N,231
id1307765,2,2016-05-16 13:08:48,2016-05-16 13:32:44,1,-74.011833190917969,40.714454650878906,-73.97705078125,40.745304107666016,N,1436
id2608549,1,2016-03-30 07:51:44,2016-03-30 08:13:13,1,-73.991279602050781,40.696987152099609,-73.975494384765625,40.755489349365234,N,1289
id0624479,1,2016-06-07 07:42:40,2016-06-07 08:06:58,1,-73.948051452636719,40.783260345458984,-73.97528076171875,40.755790710449219,N,1458
id0527623,1,2016-05-28 21:59:12,2016-05-28 22:05:21,2,-73.975196838378906,40.752388000488281,-73.987861633300781,40.741233825683594,N,369
id0599733,2,2016-03-20 03:38:47,2016-03-20 03:48:11,1,-73.988456726074219,40.728172302246094,-74.00384521484375,40.737876892089844,N,564
id1328595,1,2016-02-19 17:46:10,2016-02-19 17:54:32,1,-73.994041442871094,40.731273651123047,-73.981704711914063,40.728481292724609,N,502
id2871280,1,2016-02-06 01:27:27,2016-02-06 01:35:35,1,-73.993507385253906,40.718685150146484,-74.0089111328125,40.707557678222656,N,488
id1787561,2,2016-05-20 13:59:47,2016-05-20 14:26:06,1,-73.974510192871094,40.763263702392578,-74.002540588378906,40.760711669921875,N,1579
id0607198,1,2016-01-04 18:51:44,2016-01-04 19:04:23,2,-74.004768371582031,40.751628875732422,-73.995773315429688,40.732696533203125,N,759
id3771610,2,2016-02-13 12:12:12,2016-02-13 12:31:28,1,-73.990089416503906,40.7330322265625,-73.989280700683594,40.7420654296875,N,1156
id1981720,1,2016-04-01 16:07:32,2016-04-01 16:12:34,1,-73.970985412597656,40.765235900878906,-73.959548950195312,40.780117034912109,N,302
id2128267,1,2016-03-14 07:58:44,2016-03-14 08:07:41,1,-73.960235595703125,40.798133850097656,-73.974601745605469,40.788280487060547,N,537
id3052943,1,2016-05-27 09:29:55,2016-05-27 09:41:49,3,-73.97479248046875,40.761470794677734,-73.984931945800781,40.747920989990234,N,714
id2849558,2,2016-04-22 19:50:42,2016-04-22 20:03:01,1,-73.980888366699219,40.763866424560547,-73.968597412109375,40.754970550537109,N,739
